chr	start	end	feature	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
chr1	5862711	5862732	hsa-miR-4689	76.3604296136033	0.0469507953999991	0.155202513747029	0.30251311184641	0.452331586973742	0.259054053209786
chr1	6429844	6429862	hsa-miR-4252	46.6088147006577	-1.10920473263959	0.115243605565273	-9.62487009321616	0.477897961856797	1.32777393190318e-07
chr1	8866563	8866585	hsa-miR-6728-5p	89.1012542670852	-0.246929214906063	0.0934789055025737	-2.64155012918143	0.460334745934233	0.000716294893957029
chr1	8866502	8866522	hsa-miR-6728-3p	48.699777584638	0.783492442324722	0.0853193306494053	9.18305894292881	0.627193415071815	0.170191864061043
chr1	9151735	9151756	hsa-miR-34a-5p	63.555438535443	0.504469751188385	0.179312772770338	2.81335090297501	0.675595232285559	0.00435454767304787
chr1	9151693	9151714	hsa-miR-34a-3p	68.7480366075372	0.867971249603255	0.160057275202962	5.42287908189499	0.146930190734565	0.135303417898994
chr1	9967390	9967411	hsa-miR-5697	15.6653344628793	-0.364922394454322	0.0498130144400375	-7.32584443155108	0.914654983906075	0.00102483154624886
chr1	12029163	12029184	hsa-miR-6729-5p	141.889352224726	-1.14371114790484	0.0304491508591887	-37.561347874491	0.790408038068563	0.0482827645220289
chr1	12029202	12029222	hsa-miR-6729-3p	107.668655891826	0.738663378249782	0.154264794046493	4.78828227020586	0.818943950813264	0.0273147718767131
chr1	12167010	12167030	hsa-miR-7846-3p	43.0931531494026	-1.82748899290313	0.128030590300867	-14.2738464972207	0.518618733389303	0.515579872373862
chr1	12191752	12191773	hsa-miR-4632-3p	162.690746053496	-0.92087727294919	0.0744509507455143	-12.3689121996158	0.221355646150187	0.423790437721036
chr1	12191713	12191735	hsa-miR-4632-5p	121.323211073841	-0.656351776875369	0.119822598278555	-5.47769607991249	0.306376150343567	0.689450585477006
chr1	12578996	12579018	hsa-miR-6730-5p	85.2464258503864	1.92577933058495	0.01	192.577933058495	0.714198712492362	0.165933751354291
chr1	12578958	12578979	hsa-miR-6730-3p	144.756283052251	1.09353778561792	0.0667429263533277	16.3843248321011	0.142453698674217	0.592230553868484
chr1	16858988	16859010	hsa-miR-3675-5p	143.906674376652	-0.208914807596158	0.121750360276305	-1.71592763357774	0.530395306879655	4.83212427305508e-05
chr1	16858958	16858979	hsa-miR-3675-3p	141.079054081874	2.10479080513161	0.0963544180488019	21.8442583926517	0.686500435462222	0.0794559623435162
chr1	17277948	17277969	hsa-miR-3972	134.432012705005	-1.33767814412462	0.0359056177942332	-37.2553997480434	0.691395096946508	0.83511116297301
chr1	18883250	18883271	hsa-miR-4695-5p	127.695882676879	-0.346349942941256	0.150763306533849	-2.29730927839193	0.998881102539599	0.117061701531588
chr1	18883204	18883225	hsa-miR-4695-3p	96.9044144711639	-2.56604703488338	0.158152966960101	-16.2250957677622	0.348223921842873	0.0416760629008146
chr1	18897078	18897096	hsa-miR-1290	84.7018668130042	-0.950636730001945	0.05299800807715	-17.9372162179773	0.870160500984639	0.238100863880819
chr1	20633756	20633775	hsa-miR-6084	80.9764499493809	0.0208013930798912	0.0907266685438491	0.229275398444039	0.25041847396642	0.0250530812710271
chr1	20988377	20988398	hsa-miR-1256	65.2646510539744	-0.460088657693837	0.136530696973012	-3.36985504281708	0.23137282487005	4.6934846621374e-06
chr1	22266277	22266294	hsa-miR-4418	89.6041360990201	0.0742170334345729	0.143186242135933	0.518325170962412	0.847829251084477	0.0436467271327096
chr1	22633328	22633346	hsa-miR-6127	36.7301824215868	-1.11405245044765	0.0735626192682568	-15.1442738381174	0.854188113473356	0.00391783833392464
chr1	22719530	22719551	hsa-miR-4684-5p	208.447798266926	0.434377155424793	0.056073008021595	7.74663551592424	0.544136916985735	0.822730768114531
chr1	22719566	22719587	hsa-miR-4684-3p	160.39809991525	0.106655261991248	0.117253770342269	0.909610511286043	0.705876734573394	0.487879688449521
chr1	22863169	22863186	hsa-miR-4253	43.8445708398325	0.388027664568401	0.01	38.8027664568401	0.750323512824252	0.154094116612075
chr1	23044310	23044329	hsa-miR-3115	79.8557582350462	-0.243273826200208	0.0524961205325819	-4.63412960295265	0.148008016869426	0.213409949563266
chr1	23929121	23929140	hsa-miR-378f	76.667232318839	0.75518349961274	0.138679356352872	5.44553652016643	0.260485496604815	0.000124082421206262
chr1	24919390	24919411	hsa-miR-6731-5p	138.998255916816	0.807276413029587	0.0148100797242848	54.5085798360597	0.365278696641326	0.000894252887742857
chr1	24919345	24919365	hsa-miR-6731-3p	95.8315466764085	0.772615051834794	0.039961143660868	19.3341576605421	0.00282171880826354	0.186407171877902
chr1	25023552	25023573	hsa-miR-4425	112.665925699738	-0.17083144087003	0.0879607468192817	-1.94213267903476	0.981474108062685	0.732156778443099
chr1	25906384	25906403	hsa-miR-3917	98.5726622325649	-0.087940578395072	0.0848963249431394	-1.03585848332035	0.319786496227607	0.990868427981861
chr1	26554574	26554593	hsa-miR-1976	97.8564771354342	-1.23018877972667	0.0122977621156359	-100.033548230906	0.855566318845376	0.325455413102931
chr1	30739158	30739179	hsa-miR-4420	168.430114200723	-0.10743764850041	0.125468942094546	-0.856288789136769	0.557062305277213	0.727367449775284
chr1	31758670	31758692	hsa-miR-4254	88.7114507170366	1.27402667482557	0.0489271831458118	26.0392402119031	0.222423180704936	0.0204515586232841
chr1	32086949	32086970	hsa-miR-5585-5p	175.823530221477	0.179165309630131	0.0920970531298391	1.94539676940089	0.977757508400828	0.0348729940199418
chr1	32086986	32087007	hsa-miR-5585-3p	22.5623597884889	0.647036077726104	0.0901713896499523	7.17562499854904	0.778997970512137	0.128409113175308
chr1	33332449	33332471	hsa-miR-3605-5p	129.230687481803	0.0181487763519887	0.134831437041559	0.134603448203216	0.487634914461523	0.0153117736115373
chr1	33332405	33332427	hsa-miR-3605-3p	106.192712192231	-0.311020982973542	0.0967009270143195	-3.2163185253383	0.447939101140946	0.146065244565168
chr1	34669614	34669634	hsa-miR-552-3p	110.797078437199	0.141812766281092	0.093282600722587	1.52024884793713	0.0113285393454134	0.244969788628122
chr1	34669650	34669670	hsa-miR-552-5p	118.981974137994	-0.0569705383124932	0.182737042200111	-0.311762397084802	0.901957659050822	0.0561385382251907
chr1	37161573	37161589	hsa-miR-4255	74.8838273445349	-0.970355426184058	0.118594744101016	-8.18211155595172	0.315166188403964	0.110091404546703
chr1	37480235	37480254	hsa-miR-6732-5p	83.339630816529	-0.118169340306009	0.131177023130505	-0.900838710057061	0.296967855887488	0.0781088015490365
chr1	37480267	37480289	hsa-miR-6732-3p	49.0712308446456	-1.07860697674691	0.123744931341535	-8.71637298638087	0.161378604127094	0.0815186057690625
chr1	37500973	37500994	hsa-miR-5581-5p	46.4104386762211	-2.03792233182632	0.128581731332262	-15.8492369849977	0.844489011913538	0.0857993174595487
chr1	37500935	37500956	hsa-miR-5581-3p	115.176432070213	1.10658766140516	0.1667868233519	6.63474271627797	0.692620639223605	1.37630893656466e-05
chr1	38089289	38089309	hsa-miR-3659	122.410488931471	1.39087687095056	0.0971447919516703	14.3175649770553	0.22166297561489	0.414165133841618
chr1	40754371	40754392	hsa-miR-30e-5p	102.650211336525	1.55156139184106	0.112142197321122	13.8356606960191	0.399247780209407	0.481267624142149
chr1	40754413	40754434	hsa-miR-30e-3p	146.113373393987	-0.970016057274343	0.198481706640714	-4.88718115987506	0.814366706414148	0.595377539891941
chr1	40757300	40757322	hsa-miR-30c-5p	202.504234281357	0.308594242676109	0.0734980843285261	4.19867055713638	0.739646672736853	0.169712474482125
chr1	40757339	40757360	hsa-miR-30c-1-3p	75.4484416971732	-0.236827496754979	0.164550448976812	-1.43923944436246	0.503589995903894	0.357251016735436
chr1	43171686	43171707	hsa-miR-6733-5p	15.4584437820406	0.00924912548253265	0.069646090196384	0.132801790544918	0.816396681359038	0.392476037985862
chr1	43171652	43171671	hsa-miR-6733-3p	150.286926223113	-0.213292747288862	0.185506983766012	-1.1497828435284	0.526088439160958	0.883587797823601
chr1	43364688	43364710	hsa-miR-6734-5p	64.5399618708804	1.10527544638204	0.0666876310119673	16.5739197750733	0.176976424176246	0.0666146575320562
chr1	43364648	43364670	hsa-miR-6734-3p	65.5995691766321	0.58980157329535	0.0592813861642372	9.94918660743396	0.743066868046299	0.393076411077625
chr1	43448544	43448568	hsa-miR-6735-5p	151.278568484835	-0.667738925383617	0.151820131222476	-4.39822387193907	0.854706973768771	0.260280703396373
chr1	43448590	43448611	hsa-miR-6735-3p	85.7613496474495	1.64177686639311	0.148246576630646	11.0746359457836	0.603285691002384	0.245914318189746
chr1	43838657	43838680	hsa-miR-6079	38.9641143872732	-0.825674824585764	0.127585541873004	-6.47153911379412	0.235211681108922	0.25960482153189
chr1	44545493	44545514	hsa-miR-5584-5p	109.065173987458	-1.21129296372869	0.113659426467014	-10.6572151679846	0.0735844462178648	0.511367891178942
chr1	44545531	44545552	hsa-miR-5584-3p	93.0554318780478	-1.41618281650982	0.112092990167095	-12.6339998103248	0.427407889859751	0.0848060696956994
chr1	51059879	51059900	hsa-miR-4421	100.288209294994	0.296807613285911	0.202738035302325	1.46399570679132	0.28265505307354	0.0887312479074027
chr1	51060031	51060054	hsa-miR-6500-5p	119.264020056317	-0.52465130349332	0.0283732752390956	-18.4910377484514	0.35968077997677	0.146043463052392
chr1	51060072	51060092	hsa-miR-6500-3p	81.4669984103795	-0.596972730652078	0.0506831841473365	-11.7785166953337	0.255017085699365	0.453000958063305
chr1	51836375	51836396	hsa-miR-761	132.218827425942	-1.85880256094811	0.0360429938546954	-51.5718136079853	0.0177327732089907	0.660786917725068
chr1	54054091	54054111	hsa-miR-4781-5p	88.9756719090625	-0.821510878098293	0.148037774518817	-5.54933280217523	0.651743130525574	0.934086692487454
chr1	54054124	54054145	hsa-miR-4781-3p	116.589098195785	-0.103197929778084	0.0877179032333066	-1.17647510911888	0.360372965456918	0.0348970277951709
chr1	55225656	55225676	hsa-miR-4422	154.841950657467	-1.55314273104328	0.0934995772051602	-16.611227317481	0.712640754878521	0.0728146393269767
chr1	59733269	59733291	hsa-miR-4711-5p	121.75907454169	-1.27387547181918	0.189165340916957	-6.73419065905106	0.0191044178791344	0.916381736304409
chr1	59733235	59733252	hsa-miR-4711-3p	83.7034207234387	-1.34343101567654	0.0710486773607732	-18.9085999286774	0.362103901105002	0.613130800021165
chr1	61846140	61846161	hsa-miR-12132	157.440380922555	0.451691013599552	0.201139730062164	2.24565784919743	0.0671770628541708	0.609757110232665
chr1	62078830	62078851	hsa-miR-3116	149.675192798106	0.695759223914542	0.0295279593178183	23.562726310541	0.165602682624012	0.132578898997939
chr1	62078794	62078815	hsa-miR-3116	127.419847975403	-1.3264860875408	0.165891780652425	-7.99609288853223	0.579403883079067	0.0425276605606724
chr1	63326964	63326984	hsa-miR-6068	111.936586755572	0.578637369864246	0.116156050128741	4.98155170757713	0.98923145676963	0.0117376678282682
chr1	64579855	64579876	hsa-miR-4794	68.6046961980314	-1.15578910409749	0.0805699740004188	-14.3451592039919	0.631158879725263	0.867466939921817
chr1	65057762	65057783	hsa-miR-3671	168.0326224265	0.941320306717039	0.0913581548306463	10.3036265176546	0.641934256302193	0.662000954189453
chr1	65058477	65058498	hsa-miR-101-5p	69.9870206426437	-0.362441127802899	0.166948733388946	-2.17097261204437	0.752600546460599	0.684249678422016
chr1	65058442	65058462	hsa-miR-101-3p	209.366649650829	0.758378414420168	0.185190293618844	4.09513047147628	0.114316270221025	0.310208605432437
chr1	66628485	66628505	hsa-miR-3117-3p	176.630531309259	0.647604261723386	0.0160766089474328	40.282391880086	0.253733200021088	0.8908128765302
chr1	66628452	66628471	hsa-miR-3117-5p	88.2149820449762	0.103751050328691	0.271054730417853	0.382767901407772	0.0837960939388722	0.0530275933972747
chr1	68183576	68183597	hsa-miR-1262	48.678954984661	-0.766821997332435	0.228897132718889	-3.35007253356108	0.690523834200576	0.0262733210783721
chr1	71067681	71067702	hsa-miR-186-5p	64.479671815035	1.63064734622931	0.073733908267219	22.1152978941477	0.0710416983347386	0.88731212488693
chr1	71067642	71067663	hsa-miR-186-3p	112.844185457826	1.14521112154328	0.0967809047396533	11.8330276475919	0.874386616749689	0.364683819763339
chr1	77060143	77060165	hsa-miR-7156-5p	87.6654060768813	0.889518127368659	0.0668226322231664	13.3116295748116	0.339509301818907	3.18108109801221e-05
chr1	77060180	77060202	hsa-miR-7156-3p	82.6228700301133	0.464256001694315	0.0953499455704906	4.86896976098533	0.323073487961665	0.104560281862561
chr1	85133806	85133827	hsa-miR-4423-5p	52.4190716367492	-1.50992230081177	0.136992971912292	-11.0218960851399	0.506384514272213	0.107131837900109
chr1	85133842	85133862	hsa-miR-4423-3p	97.748613759554	-2.17560962150955	0.105168140746528	-20.6869647601084	0.714086227118969	0.0267340401816257
chr1	86357665	86357685	hsa-miR-7856-5p	60.7547765271462	-0.987110683163758	0.109600349910217	-9.00645558132238	0.849014345323667	0.0727459463469863
chr1	93846880	93846899	hsa-miR-760	16.6029031705932	0.379798601905413	0.17394038013482	2.18349874601306	0.0475915842689574	0.575999040063734
chr1	94543754	94543775	hsa-miR-12133	80.9886739856119	-0.190563393097457	0.0101934239290425	-18.694738335616	0.600550504168496	0.0898871360507474
chr1	98045307	98045329	hsa-miR-2682-5p	145.949830453038	-1.55425980725806	0.075427847629909	-20.6059148722383	0.350836728466675	0.00889085583657314
chr1	98045271	98045292	hsa-miR-2682-3p	71.2326518695804	-0.852873984396871	0.107220863563144	-7.95436593265822	0.0665305515285581	0.16478511161101
chr1	98046091	98046113	hsa-miR-137-3p	130.398216111252	1.0521944735239	0.0608449681341158	17.2930400950269	0.496619530953467	0.36502911372153
chr1	98046127	98046149	hsa-miR-137-5p	19.1058645855418	-1.49094101362675	0.153048312014352	-9.74163644148482	0.840843096375465	0.908951744066935
chr1	100281256	100281276	hsa-miR-553	97.221901723773	-0.855582448905015	0.0777247178938987	-11.0078553140966	0.695047952467576	0.00162405892202577
chr1	107897282	107897303	hsa-miR-7852-3p	125.970360197173	-0.73018540912681	0.0785409923113617	-9.29687017744977	0.500773801701143	6.82682480085975e-06
chr1	109598940	109598961	hsa-miR-197-3p	115.057668108336	-0.10340057594868	0.159450590026493	-0.648480359536458	0.175665195100009	0.0396010037748443
chr1	109598901	109598923	hsa-miR-197-5p	105.283809707447	-1.49125160714397	0.141714703653075	-10.5229137746682	0.241665193345398	0.614512721024959
chr1	112461806	112461823	hsa-miR-4256	67.9646995847312	0.969944934890429	0.0924846261067961	10.4876342774029	0.398417179705575	0.769437535865292
chr1	112882060	112882081	hsa-miR-11399	57.5147826983209	2.06575106600165	0.0836121433606769	24.7063522470731	0.496127386577427	0.0111681467502612
chr1	116560038	116560059	hsa-miR-548ac	48.7935604697543	0.369078747672344	0.0275917354908004	13.3764238134061	0.546896015526727	2.74035998318725e-05
chr1	116671787	116671808	hsa-miR-320b	105.882329855006	-0.0347216134560482	0.0651357707724189	-0.533065212007144	0.547436652472243	0.565501833728402
chr1	117094655	117094676	hsa-miR-942-5p	52.6262692907599	2.36958149724878	0.229924511606494	10.3059107560668	0.817012742627412	0.0610149113523824
chr1	117094695	117094716	hsa-miR-942-3p	75.4721278149666	-0.239921402668754	0.0981292493182975	-2.44495300163289	0.427977467887104	0.0350588806396813
chr1	145850620	145850640	hsa-miR-6736-5p	87.1953903900876	-0.710042997622628	0.145674594522166	-4.87417177958637	0.786779373185709	0.00142570356813821
chr1	145850587	145850607	hsa-miR-6736-3p	192.19310026161	0.140178015175005	0.0907736750867636	1.54425845423819	0.1658455489669	0.52278058242928
chr1	148334522	148334544	hsa-miR-5087	67.4025049152271	0.868145242814232	0.130491214808072	6.65290183780654	0.434603363508359	0.0492739445211635
chr1	148388294	148388314	hsa-miR-6077	111.769328614243	0.854000512338821	0.0973636595506013	8.77124500332678	0.314328398322687	0.0700294352065517
chr1	150492350	150492372	hsa-miR-6878-5p	103.898042478186	-0.126391114144102	0.168196097784073	-0.751450930249053	0.614811702631414	0.00940926388666384
chr1	150492390	150492410	hsa-miR-6878-3p	51.9071682934936	0.698005975067118	0.0748183291432808	9.32934460124606	0.367543165804818	0.0198543639613398
chr1	150551987	150552004	hsa-miR-4257	96.4345956938201	-0.750268321547234	0.014546991565915	-51.5754971155124	0.613487415714189	0.383618297419034
chr1	151545811	151545831	hsa-miR-554	172.227542921167	0.65251025668928	0.144927484156385	4.50232238893476	0.191189935430884	0.00131944420233597
chr1	153689763	153689783	hsa-miR-8083	122.575202653961	-0.633845377621679	0.0881132986752842	-7.1935268245663	0.21687610540539	0.147369223125497
chr1	153962395	153962415	hsa-miR-6737-5p	102.061646099647	0.655612498445791	0.173170379026513	3.78593903952486	0.980563327437267	0.00403757579478207
chr1	153962351	153962372	hsa-miR-6737-3p	78.8751583830188	0.0118252781613334	0.106218913323965	0.11132930841861	0.991387102752924	0.00342944684391786
chr1	154104562	154104583	hsa-miR-5698	2.66236107702578	-0.767404673032478	0.172687042191655	-4.44390420550941	0.0190299833193421	0.046015695042053
chr1	154193712	154193733	hsa-miR-190b-5p	156.566860670709	0.0955285948412648	0.117511347975371	0.81293080614892	0.582860040245578	0.547161601953277
chr1	154193676	154193696	hsa-miR-190b-3p	26.9679964537589	-1.67234592153102	0.0825487260170114	-20.2588943793802	0.190019032219425	0.113314797722238
chr1	154975703	154975719	hsa-miR-4258	136.997375543867	-0.0129660015474736	0.136279930390991	-0.0951424139289894	0.684726413339376	0.0388237779790043
chr1	155195196	155195217	hsa-miR-92b-5p	195.455178460874	-0.435986034051299	0.0770380785189265	-5.65935758566703	0.0971104204654694	0.3378660317232
chr1	155195237	155195258	hsa-miR-92b-3p	27.80534195141	-0.447560128392954	0.184237961562697	-2.42925032711376	0.0915306960232556	0.00253923162764147
chr1	155346365	155346385	hsa-miR-555	135.089216768736	-0.645042114646289	0.107329200840175	-6.00994053432695	0.486894923727959	0.103564761112922
chr1	155951309	155951331	hsa-miR-6738-5p	86.8901255298766	1.19201012474868	0.01	119.201012474868	0.406626908574253	0.175007982025967
chr1	155951273	155951296	hsa-miR-6738-3p	21.3927920427256	-1.29164613316308	0.0763914959946986	-16.9082450388551	0.191621281206608	0.70759586087584
chr1	156420392	156420414	hsa-miR-9-5p	24.2666173109124	-0.531693870644777	0.0183814036606481	-28.9256403080389	0.429163857363164	0.00115568452500021
chr1	156420354	156420375	hsa-miR-9-3p	19.9231913212703	-1.33373400587651	0.01	-133.373400587651	0.802988368785009	0.00124272529183065
chr1	156936156	156936176	hsa-miR-765	73.4546738914848	-0.583259336294589	0.10296043255438	-5.66488816940944	0.790157395647839	0.06197378334676
chr1	159899989	159900010	hsa-miR-4259	26.912220750205	-1.01457604073381	0.132393031834882	-7.66336435288505	0.668646362377331	0.358682875637041
chr1	161227195	161227216	hsa-miR-5187-5p	134.395838648791	-0.782039194983776	0.0619286555667343	-12.6280667298041	0.688278721179813	0.0744715257232743
chr1	161227237	161227257	hsa-miR-5187-3p	205.005447026284	-0.655199845789493	0.033557883693803	-19.5244685799566	0.714867814211175	0.552056900764694
chr1	162157116	162157137	hsa-miR-4654	35.6484761982411	-0.751852633552911	0.0698984626385817	-10.7563543627627	0.418787861708552	0.000426111723967348
chr1	162342561	162342582	hsa-miR-556-5p	139.386942373759	0.664627222658385	0.0224737363824759	29.57350799828	0.417904425179586	0.335799681090552
chr1	162342600	162342621	hsa-miR-556-3p	138.452112050045	-0.66674964547899	0.135150089757504	-4.93340142559522	0.685145118972287	0.26855468571986
chr1	165907923	165907944	hsa-miR-3658	116.610128947506	-0.76228328295453	0.128725150255415	-5.92178980907782	0.224900762317702	0.0903158672449233
chr1	166154773	166154797	hsa-miR-921	49.5811695861496	0.0668350333692214	0.0202354245216893	3.30287280593418	0.648128220345825	0.134661108542796
chr1	167998665	167998686	hsa-miR-1255b-5p	94.0273696684671	0.140872997740514	0.0687965569214647	2.04767511695866	0.0837082685902715	0.0288354627475742
chr1	167998699	167998720	hsa-miR-1255b-2-3p	85.9802332414877	-0.206370175698578	0.152360802754481	-1.35448338396543	0.851592660881579	0.13333997467179
chr1	168375584	168375606	hsa-miR-557	128.149476661024	-0.526528715389034	0.0915970382335963	-5.74831594495718	0.33257987187244	0.000499192421305377
chr1	170151435	170151454	hsa-miR-3119	81.3780621948085	0.820441501369678	0.100475794623244	8.1655637006515	0.871852299431339	0.777332576662703
chr1	170151386	170151405	hsa-miR-3119	148.848669334281	-0.937265833707188	0.1208620111989	-7.75484227351429	0.329449706710875	0.000230746994687618
chr1	171101738	171101758	hsa-miR-1295a	81.2709571116493	1.39614036410486	0.131341709834038	10.6298324109607	0.693318674573675	0.619418783698433
chr1	171101739	171101759	hsa-miR-1295b-5p	152.635573278967	0.108502784654385	0.160312156935429	0.67682193745349	0.299949212698266	0.43483953107158
chr1	171101777	171101798	hsa-miR-1295b-3p	47.5411496666967	-0.063981168036745	0.138628268430681	-0.461530456674049	0.124842496355996	7.93462187967903e-05
chr1	172138857	172138878	hsa-miR-214-5p	36.9922377620944	-1.02899014231927	0.0311216467967575	-33.0634862942559	0.595127736218274	0.052816537824582
chr1	172138816	172138837	hsa-miR-214-3p	262.05199674712	0.814620276369535	0.0818786537342408	9.94911664050565	0.378504206193611	3.39876181507809e-05
chr1	172138858	172138878	hsa-miR-3120-3p	79.1571205919784	-1.53258465087656	0.115114924789839	-13.3135182399201	0.666636933106929	0.000274315300420099
chr1	172138820	172138840	hsa-miR-3120-5p	114.911379577036	-0.531893095547016	0.0945460061940934	-5.62575953187375	0.357024277094752	7.1412702209668e-05
chr1	172144592	172144614	hsa-miR-199a-5p	131.828483701692	0.291633750688992	0.01	29.1633750688992	0.0808093943633139	0.33839909265186
chr1	172144554	172144575	hsa-miR-199a-3p	75.8109687145628	-1.57407540871038	0.0620942637502808	-25.3497716800493	0.937152286292985	0.0912264848129469
chr1	175968440	175968459	hsa-miR-1843	125.84310221568	-0.622841770913905	0.150727557566154	-4.13223554452238	0.867028105305508	0.483960863072778
chr1	177029412	177029432	hsa-miR-488-5p	118.448226369254	1.1795902289274	0.107902358103259	10.9320152929241	0.416228846879676	0.170030446351435
chr1	177029374	177029394	hsa-miR-488-3p	89.2309746179153	1.40888535937087	0.026371978119264	53.4235753192028	0.264350638026372	3.89804184400212e-06
chr1	178677763	178677784	hsa-miR-4424	103.264651676266	-0.827132784982885	0.110796310311477	-7.46534593667969	0.257558312499896	0.00628736749703997
chr1	179803938	179803959	hsa-miR-12116	98.2966373130768	1.37888327793775	0.0920646263396076	14.9773407307528	0.806910305051133	0.904188751660873
chr1	180438323	180438344	hsa-miR-3121-3p	206.422594950809	-0.678539180596175	0.133592693670056	-5.07916385211916	0.975927252089605	0.0019897093370248
chr1	180438358	180438379	hsa-miR-3121-5p	62.9331951863586	1.48091756535082	0.205327930087548	7.21245066231068	0.0259231922682375	0.708779486196285
chr1	192716333	192716349	hsa-miR-4426	45.2001866462668	-0.456422709343424	0.0242049934468571	-18.8565516592895	0.941717930603772	0.0947764755158717
chr1	193136552	193136573	hsa-miR-1278	101.889419958554	-1.15816727741271	0.07474682390046	-15.4945349779014	0.626582796685398	0.00108352551278593
chr1	196582453	196582474	hsa-miR-4735-5p	115.524037472157	2.17085895841972	0.0930618529828799	23.3270549514964	0.454701144713908	0.150040870587268
chr1	196582417	196582437	hsa-miR-4735-3p	121.826173945509	-0.50804228303752	0.01	-50.804228303752	0.310833120951429	0.00934522138959815
chr1	198858925	198858947	hsa-miR-181b-5p	77.0817333644447	0.159527348816781	0.0984390002019921	1.62057059183289	0.695220877649263	7.76703534074941e-08
chr1	198858887	198858907	hsa-miR-181b-3p	46.8336933014404	0.999367110475555	0.0703415481043784	14.2073516635234	0.131792784202844	0.197668231595088
chr1	198859108	198859130	hsa-miR-181a-5p	163.159258804475	0.48924874619351	0.211780138428982	2.31017294550298	0.127003579866141	0.570918044861373
chr1	198859069	198859090	hsa-miR-181a-3p	82.5174806023223	-0.16989179862731	0.0458988106941678	-3.70144228266239	0.00831511220894754	0.264887337887992
chr1	201719579	201719600	hsa-miR-5191	56.7243568673313	-0.856976754361909	0.174411058410374	-4.91354597680106	0.720748864114285	0.901919614804146
chr1	201808615	201808634	hsa-miR-1231	88.1860215529452	-2.02000810269472	0.150401233384556	-13.4307947962755	0.464243144029751	0.00159826609027102
chr1	201863378	201863399	hsa-miR-6739-5p	90.1412052825724	0.657345366593237	0.136754581481015	4.80675206252226	0.286620734259486	0.257127629645085
chr1	201863427	201863447	hsa-miR-6739-3p	155.496014485682	-0.202476767844801	0.10734059963624	-1.88630181432712	0.07356943259947	0.0179905439341583
chr1	202003129	202003150	hsa-miR-6740-5p	104.23686460986	-0.289797183247907	0.0644599852397899	-4.49576868765742	0.442627829499543	5.54701683145393e-08
chr1	202003215	202003236	hsa-miR-6740-3p	137.702689259226	0.0998316332709834	0.155281570039081	0.642907160494694	0.592549014370888	0.996936888116629
